Fecha,IPC_Nivel,TPM_Porcentaje,TBP_Porcentaje,TAN_Porcentaje,Credito_Sistema_Financiero,Tipo_Cambio_Compra,Tipo_Cambio_Venta
1983-02-11,,,25.0,,,44.7,45.2
1983-02-12,,,25.0,,,44.7,45.2
1983-02-13,,,25.0,,,44.7,45.2
1983-02-14,,,25.0,,,44.7,45.2
1983-02-15,,,25.0,,,44.65,45.15
1983-02-16,,,25.0,,,44.65,45.15
1983-02-17,,,25.0,,,44.6,45.1
1983-02-18,,,25.0,,,44.6,45.1
1983-02-19,,,25.0,,,44.6,45.1
1983-02-20,,,25.0,,,44.6,45.1
1983-02-21,,,25.0,,,44.6,45.1
1983-02-22,,,25.0,,,44.6,45.1
1983-02-23,,,25.0,,,44.6,45.1
1983-02-24,,,25.0,,,44.6,45.1
1983-02-25,,,25.0,,,44.6,45.1
1983-02-26,,,25.0,,,44.6,45.1
1983-02-27,,,25.0,,,44.6,45.1
1983-02-28,2.24269369,,25.0,,,44.6,45.1
