Fecha,IPC_Nivel,TPM_Porcentaje,TBP_Porcentaje,TAN_Porcentaje,Credito_Sistema_Financiero,IHH,Morosidad_%,IHH_Lag3,IHH_Lag6,Morosidad_Lag3,Morosidad_Lag6,Credito_Lag3
2022-11-30,111.28875462,9.0,6.24,13.30031734,22789758.0807364,990.2982818607768,9.164657444195258,985.0756340194147,986.3341704915022,9.60551037391776,10.109043072113975,22942965.0647751
2022-12-31,111.43592172,9.0,6.35,12.42768769,22868090.0740648,995.3955883264828,9.06715863659774,985.9988626955169,989.138622793343,9.528820193476397,9.936307308840327,22788841.6637368
2023-01-31,111.61473726,9.0,6.52,13.72643607,22208216.2472682,998.8966515518497,8.19165695530422,988.041352181518,987.6891571808873,9.270608076945939,9.7657353330698,22841318.5913994
2023-02-28,110.6631643,9.0,6.69,13.19279476,22331600.1292568,1000.7843177375338,8.110117960491825,990.2982818607768,985.0756340194147,9.164657444195258,9.60551037391776,22789758.0807364
2023-03-31,110.41034163,8.5,6.63,13.02121876,22189525.4250523,999.9418094109909,7.949791961714689,995.3955883264828,985.9988626955169,9.06715863659774,9.528820193476397,22868090.0740648
2023-04-30,110.03083679,7.5,6.68,14.0310337,22372203.3518384,1005.9172405578998,8.258795183179377,998.8966515518497,988.041352181518,8.19165695530422,9.270608076945939,22208216.2472682
2023-05-31,109.91499051,7.5,6.53,12.4758613,22513621.9925859,1009.7864217148251,8.020744691064403,1000.7843177375338,990.2982818607768,8.110117960491825,9.164657444195258,22331600.1292568
2023-06-30,109.74253053,7.0,6.28,12.33135164,22627129.2733102,1010.3440709046653,8.517929995197179,999.9418094109909,995.3955883264828,7.949791961714689,9.06715863659774,22189525.4250523
2023-07-31,109.53713196,6.5,6.03,13.08175679,22790641.7636695,1011.6134551998465,7.870956705275765,1005.9172405578998,998.8966515518497,8.258795183179377,8.19165695530422,22372203.3518384
2023-08-31,109.356456,6.5,5.73,13.14436796,22767346.4690109,1012.2762021967106,7.777975721429481,1009.7864217148251,1000.7843177375338,8.020744691064403,8.110117960491825,22513621.9925859
2023-09-30,109.48174312,6.5,5.58,12.5034122,22983340.0539698,1013.1973471120974,7.784675014971976,1010.3440709046653,999.9418094109909,8.517929995197179,7.949791961714689,22627129.2733102
2023-10-31,109.71020555,6.25,5.46,13.25870896,23059716.1335007,1013.2484715865884,7.790724386140507,1011.6134551998465,1005.9172405578998,7.870956705275765,8.258795183179377,22790641.7636695
2023-11-30,109.45814135,6.25,5.37,11.88538507,23351621.9233742,1012.2952045552763,7.6837490822769725,1012.2762021967106,1009.7864217148251,7.777975721429481,8.020744691064403,22767346.4690109
2023-12-31,109.46875206,6.0,5.36,12.13,23312208.178714,1014.8247221758093,7.82300856754567,1013.1973471120974,1010.3440709046653,7.784675014971976,8.517929995197179,22983340.0539698
2024-01-31,109.52906635,5.75,5.24,14.28,23326711.7192843,1017.4074488822457,9.753813178912315,1013.2484715865884,1011.6134551998465,7.790724386140507,7.870956705275765,23059716.1335007
2024-02-29,109.4111146,5.75,5.04,14.32,23358743.1591336,1017.0343892003107,9.172769804294436,1012.2952045552763,1012.2762021967106,7.6837490822769725,7.777975721429481,23351621.9233742
2024-03-31,109.10052736,5.25,4.94,14.01,23281827.3277549,1016.1585782647394,9.733143301823644,1014.8247221758093,1013.1973471120974,7.82300856754567,7.784675014971976,23312208.178714
2024-04-30,109.45778192,4.75,4.82,14.07,23480448.3912868,1020.1974123848524,9.639202293128971,1017.4074488822457,1013.2484715865884,9.753813178912315,7.790724386140507,23326711.7192843
2024-05-31,109.54703269,4.75,4.59,13.18,23941332.5558773,1022.4759283259275,9.585281049679221,1017.0343892003107,1012.2952045552763,9.172769804294436,7.6837490822769725,23358743.1591336
2024-06-30,109.70548476,4.75,4.5,12.41575439,24111328.2686724,1069.4020447072267,8.913443907481916,1016.1585782647394,1014.8247221758093,9.733143301823644,7.82300856754567,23281827.3277549
2024-07-31,109.57204643,4.75,4.4,12.06,24282143.3788405,1073.4104100044342,8.840517419017353,1020.1974123848524,1017.4074488822457,9.639202293128971,9.753813178912315,23480448.3912868
2024-08-31,109.69819957,4.75,4.3,12.53,24332525.065595,1080.47062191975,8.980758458214265,1022.4759283259275,1017.0343892003107,9.585281049679221,9.172769804294436,23941332.5558773
2024-09-30,109.33301018,4.25,4.28,11.91,24460667.4260105,1083.0426331738809,8.650447148485563,1069.4020447072267,1016.1585782647394,8.913443907481916,9.733143301823644,24111328.2686724
2024-10-31,108.84745042,4.0,4.25,12.55,24533940.3681133,1093.457210980048,8.430417701350414,1073.4104100044342,1020.1974123848524,8.840517419017353,9.639202293128971,24282143.3788405
2024-11-30,109.35763409,4.0,4.17,11.49,24661842.7429238,1095.5228373823786,8.225919336336577,1080.47062191975,1022.4759283259275,8.980758458214265,9.585281049679221,24332525.065595
2024-12-31,110.39017167,4.0,4.13,10.44,24753699.6138958,1099.2937417103258,8.170309156772253,1083.0426331738809,1069.4020447072267,8.650447148485563,8.913443907481916,24460667.4260105
2025-01-31,110.78919062,4.0,4.09,12.1288531,24772170.9461067,1098.7918582122106,8.069479329195769,1093.457210980048,1073.4104100044342,8.430417701350414,8.840517419017353,24533940.3681133
2025-02-28,110.77496945,4.0,4.08,11.55,24856838.7755611,1101.5495140146525,7.834609648090829,1095.5228373823786,1080.47062191975,8.225919336336577,8.980758458214265,24661842.7429238
2025-03-31,110.4234632,4.0,4.02,11.04,24879726.9674342,1105.5132219887337,8.13267380227322,1099.2937417103258,1083.0426331738809,8.170309156772253,8.650447148485563,24753699.6138958
2025-04-30,109.86484411,4.0,3.89,11.53,25078513.7746717,1107.1855135098776,7.927781379890578,1098.7918582122106,1093.457210980048,8.069479329195769,8.430417701350414,24772170.9461067
2025-05-31,109.4204838,4.0,3.91,11.37,25238877.6568236,1107.9693364139837,8.056567436521208,1101.5495140146525,1095.5228373823786,7.834609648090829,8.225919336336577,24856838.7755611
2025-06-30,109.46943792,4.0,3.91,11.03117908,25074667.3257535,1108.1403970339372,7.722449280759531,1105.5132219887337,1099.2937417103258,8.13267380227322,8.170309156772253,24879726.9674342
2025-07-31,108.90566338,3.75,3.86,12.08,25197907.4425371,1110.2218572804009,7.855817258947208,1107.1855135098776,1098.7918582122106,7.927781379890578,8.069479329195769,25078513.7746717
2025-08-31,108.67161103,3.75,3.86,11.47,25322265.5380727,1112.4794697882494,7.925491314361271,1107.9693364139837,1101.5495140146525,8.056567436521208,7.834609648090829,25238877.6568236
2025-09-30,108.23614574,3.5,3.88,10.76,25488555.4955365,1115.853418586643,7.626657366028978,1108.1403970339372,1105.5132219887337,7.722449280759531,8.13267380227322,25074667.3257535
2025-10-31,108.43639759,3.5,3.81,11.61,25513284.2415638,1115.7158245520166,7.759985556928199,1110.2218572804009,1107.1855135098776,7.855817258947208,7.927781379890578,25197907.4425371
2025-11-30,108.9465016,3.5,3.78,11.62,25530617.8448504,1113.5394904440127,7.813947275520158,1112.4794697882494,1107.9693364139837,7.925491314361271,8.056567436521208,25322265.5380727
2025-12-31,109.0359301,3.25,3.78,10.47,25677290.5956207,1113.4213141751181,7.942711410794842,1115.853418586643,1108.1403970339372,7.626657366028978,7.722449280759531,25488555.4955365
2026-01-31,107.98540252,3.25,3.72,11.57,25642502.2010933,1115.0890491534572,7.960547828907188,1115.7158245520166,1110.2218572804009,7.759985556928199,7.855817258947208,25513284.2415638
2026-02-28,107.75056811,3.25,3.7,11.82,25184403.7222087,1117.001379000129,7.895754139507454,1113.5394904440127,1112.4794697882494,7.813947275520158,7.925491314361271,25530617.8448504
2026-03-31,108.11216613,3.25,3.65,11.49,25135520.4661799,1117.1621203838738,8.26768702400715,1113.4213141751181,1115.853418586643,7.942711410794842,7.626657366028978,25677290.5956207
2026-04-30,108.06418002,3.25,3.62,12.15,25047285.3930846,1118.939485801719,8.022652796060134,1115.0890491534572,1115.7158245520166,7.960547828907188,7.759985556928199,25642502.2010933
